18	30	26	37
15	35	33	41
17	36	33	41
32	34	27	19
30	15	27	14
16	16	35	9
1	14	39	16
18	18	45	17
25	19	44	29
43	22	35	50
42	31	23	54
42	30	25	38
45	18	20	27
39	15	43	31
23	30	43	36
32	36	32	37
27	46	23	50
20	38	8	35
35	42	17	39
38	38	22	43
17	36	26	61
14	33	27	43
14	31	29	40
21	42	34	38
30	36	43	47
31	25	43	34
19	30	29	30
2	31	38	28
18	37	33	27
33	31	47	32
33	38	52	35
