=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2017.11.13 15:32:57 =~=~=~=~=~=~=~=~=~=~=~=
1,0,19
0,0,73
-1,0,90
-1,0,91
-1,0,91
-1,0,91
-1,0,92
-1,0,92
-1,0,92
-1,0,92
-1,0,98
-2,0,107
-3,0,117
-4,0,128
-5,0,138
-6,-1,148
-8,-1,160
-11,-1,172
-14,-2,184
-17,-3,196
-21,-3,208
-26,-4,221
-32,-5,234
-37,-6,246
-44,-7,259
-50,-9,271
-56,-10,283
-64,-11,297
-71,-12,311
-79,-14,324
-88,-15,337
-97,-17,351
-106,-19,365
-116,-20,379
-126,-22,394
-137,-24,408
-147,-26,422
-158,-28,438
-168,-30,452
-178,-32,466
-188,-33,481
-198,-35,496
-207,-37,510
-216,-38,525
-224,-40,539
-231,-41,553
-238,-42,569
-245,-44,583
-251,-45,598
-256,-46,612
-261,-46,627
-266,-47,642
-270,-48,656
-275,-49,670
-279,-50,685
-283,-50,700
-286,-51,714
-290,-52,729
-294,-52,743
-298,-53,757
-302,-54,773
-306,-55,787
-310,-55,801
-315,-56,816
-319,-57,831
-324,-58,845
-330,-59,860
-335,-60,874
-340,-61,888
-346,-62,904
-351,-63,918
-357,-64,932
-363,-65,947
-368,-66,962
-374,-67,976
-380,-68,991
-385,-69,1005
-390,-70,1020
-395,-71,1037
-400,-72,1052
-404,-72,1068
-407,-73,1083
-410,-73,1099
-413,-74,1115
-416,-74,1130
-418,-75,1145
-419,-75,1162
-421,-75,1177
-423,-76,1192
-425,-76,1208
-427,-76,1223
-429,-77,1240
-431,-77,1255
-433,-77,1270
-436,-78,1286
-438,-78,1302
-440,-79,1317
-443,-79,1333
-443,-79,1348
-442,-79,1364
-442,-79,1380
-442,-79,1395
-442,-79,1411
-442,-79,1427
-442,-79,1442
-442,-79,1458
-442,-79,1473
-442,-79,1488
-442,-79,1505
-442,-79,1520
-442,-79,1536
-442,-79,1551
-442,-79,1567
-442,-79,1583
-442,-79,1598
-442,-79,1613
-442,-79,1630
-442,-79,1645
-442,-79,1660
-442,-79,1676
-442,-79,1692
-442,-79,1708
-442,-79,1723
-442,-79,1738
-442,-79,1754
-442,-79,1770
-442,-79,1785
-440,-79,1801
-432,-77,1816
-419,-75,1832
-399,-72,1848
-374,-67,1863
-343,-61,1879
-306,-55,1895
-264,-47,1910
-218,-39,1926
-168,-30,1941
-114,-20,1957
-59,-10,1973
-7,1,1987
35,6,1998
75,13,2010
119,21,2023
164,29,2036
206,37,2050
245,44,2063
280,50,2076
311,55,2091
338,60,2104
361,64,2117
379,68,2130
392,70,2144
400,72,2158
403,72,2171
402,72,2185
396,71,2198
385,69,2211
369,66,2226
349,62,2239
325,58,2252
297,53,2266
265,47,2279
228,41,2293
190,34,2307
148,26,2320
105,18,2333
61,10,2347
19,3,2360
-19,-3,2371
-63,-11,2384
-109,-19,2399
-157,-28,2414
-201,-36,2430
-241,-43,2446
-277,-49,2461
-307,-55,2477
-332,-59,2493
-351,-63,2508
-364,-65,2524
-370,-66,2539
-372,-66,2554
-367,-66,2571
-356,-64,2586
-340,-61,2601
-318,-57,2617
-290,-52,2633
-258,-46,2649
-221,-39,2664
-180,-32,2679
-136,-24,2696
-90,-16,2711
-45,-8,2725
-3,0,2739
34,6,2751
69,12,2762
106,19,2775
145,26,2788
182,32,2801
216,38,2816
246,44,2829
272,48,2842
295,53,2855
313,56,2869
328,59,2882
338,60,2896
343,61,2910
344,61,2923
341,61,2936
333,59,2950
321,57,2964
305,54,2977
285,51,2991
261,46,3004
233,41,3018
203,36,3032
170,30,3045
134,24,3058
97,17,3072
62,11,3085
25,4,3097
-7,-1,3108
-43,-7,3121
-81,-14,3134
-120,-21,3148
-159,-28,3165
-196,-35,3180
-228,-41,3195
-256,-46,3211
-279,-50,3227
-297,-53,3243
-309,-55,3258
-316,-56,3273
-317,-57,3290
-313,-56,3305
-303,-54,3320
-288,-52,3336
-269,-48,3351
-244,-43,3367
-215,-38,3383
-183,-32,3398
-147,-26,3414
-108,-19,3430
-67,-12,3445
-28,-5,3460
10,1,3474
40,7,3484
71,12,3496
103,18,3509
136,24,3522
167,30,3535
195,35,3549
221,39,3563
243,43,3576
260,46,3590
275,49,3603
286,51,3616
292,52,3631
295,53,3644
294,53,3657
289,52,3671
280,50,3684
267,48,3698
250,45,3712
230,41,3726
208,37,3738
182,32,3752
154,27,3766
124,22,3779
92,16,3792
61,10,3805
30,5,3818
1,0,3829
-24,-4,3840
-57,-10,3853
-92,-16,3867
-125,-22,3881
-157,-28,3898
-187,-33,3913
-212,-38,3929
-233,-41,3944
-250,-45,3960
-261,-46,3976
-268,-48,3991
-270,-48,4006
-267,-48,4023
-259,-46,4038
-246,-44,4054
-229,-41,4069
-208,-37,4084
-182,-32,4101
-153,-27,4116
-122,-21,4131
-88,-15,4147
-55,-9,4162
-23,-4,4175
9,1,4189
34,6,4200
60,10,4211
88,15,4224
114,20,4236
142,25,4249
166,29,4262
189,34,4277
208,37,4290
224,40,4303
237,42,4318
246,44,4331
252,45,4345
252,45,4367
251,45,4372
246,44,4385
238,42,4398
226,40,4412
212,38,4425
194,34,4439
174,31,4452
151,27,4466
126,22,4480
100,18,4493
72,12,4506
45,8,4518
20,3,4531
-4,0,4541
-28,-5,4553
-57,-10,4567
-86,-15,4581
-114,-20,4595
-142,-25,4611
-166,-29,4627
-187,-33,4642
-204,-36,4658
-217,-39,4673
-226,-40,4689
-230,-41,4705
-231,-41,4720
-226,-40,4736
-217,-39,4751
-204,-36,4767
-187,-33,4783
-166,-29,4798
-143,-25,4813
-116,-20,4830
-88,-15,4845
-59,-10,4859
-30,-5,4874
-3,0,4888
21,3,4899
43,7,4911
66,11,4923
89,16,4935
111,19,4947
133,23,4961
154,27,4974
171,30,4987
186,33,5001
198,35,5014
208,37,5029
214,38,5044
215,38,5072
214,38,5076
212,38,5083
206,37,5096
196,35,5110
184,33,5124
170,30,5137
153,27,5150
134,24,5164
113,20,5177
90,16,5190
68,12,5203
45,8,5216
24,4,5227
3,0,5238
-16,-2,5249
-40,-7,5262
-64,-11,5275
-89,-15,5291
-111,-19,5305
-133,-23,5320
-153,-27,5336
-169,-30,5352
-181,-32,5367
-189,-34,5383
-194,-34,5398
-195,-35,5413
-192,-34,5430
-186,-33,5445
-175,-31,5460
-161,-28,5476
-144,-25,5492
-125,-22,5508
-102,-18,5523
-78,-14,5538
-55,-9,5554
-32,-5,5567
-9,-1,5580
14,2,5594
33,5,5605
52,9,5616
71,12,5627
90,16,5640
108,19,5653
125,22,5665
141,25,5680
154,27,5693
165,29,5706
174,31,5721
180,32,5736
181,32,5764
180,32,5770
178,32,5777
173,31,5789
166,29,5801
156,28,5815
144,25,5828
130,23,5841
114,20,5855
96,17,5869
79,14,5881
60,10,5894
41,7,5906
23,4,5918
5,0,5929
-10,-1,5939
-31,-5,5953
-51,-9,5966
-70,-12,5980
-90,-16,5994
-108,-19,6008
-124,-22,6025
-138,-24,6040
-149,-26,6055
-157,-28,6071
-162,-29,6087
-163,-29,6103
-161,-28,6118
-156,-28,6133
-148,-26,6149
-136,-24,6165
-122,-21,6180
-106,-19,6196
-88,-15,6211
-69,-12,6226
-49,-8,6241
-30,-5,6254
-11,-1,6267
9,1,6282
