=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2017.11.13 15:43:34 =~=~=~=~=~=~=~=~=~=~=~=
2,0,4
3,0,6
4,0,8
5,0,11
6,1,15
5,0,28
4,0,32
3,0,35
2,0,38
1,0,40
0,0,43
-1,0,45
-1,0,46
-2,0,49
-8,-1,58
-14,-2,68
-21,-3,79
-28,-5,91
-31,-5,102
-31,-5,115
-25,-4,128
-11,-1,140
11,1,152
36,6,163
66,11,174
103,18,185
142,25,197
175,31,209
203,36,222
225,40,235
243,43,247
256,46,260
267,48,272
277,49,284
285,51,296
294,52,309
303,54,322
314,56,334
328,59,347
345,62,359
363,65,371
379,68,385
389,70,397
391,70,409
385,69,421
370,66,434
349,62,446
322,57,459
291,52,472
256,46,484
219,39,496
182,32,509
145,26,522
108,19,534
73,13,546
42,7,558
16,2,568
-8,-1,578
-32,-5,590
-55,-9,603
-74,-13,615
-91,-16,628
-103,-18,642
-111,-19,657
-113,-20,671
-110,-19,686
-101,-18,700
-88,-15,715
-71,-12,729
-50,-9,742
-28,-5,754
-3,0,766
20,3,778
43,7,788
67,12,798
94,16,809
122,21,821
153,27,833
185,33,846
218,39,859
252,45,871
287,51,883
323,58,896
357,64,908
386,69,921
408,73,933
424,76,946
434,78,958
439,79,970
438,78,984
432,77,996
422,75,1008
407,73,1021
387,69,1035
364,65,1049
337,60,1062
308,55,1076
277,49,1089
244,43,1103
212,38,1117
180,32,1130
148,26,1143
117,21,1158
87,15,1171
61,10,1183
34,6,1196
11,1,1207
-12,-2,1218
-38,-6,1231
-62,-11,1245
-82,-14,1260
-96,-17,1274
-102,-18,1289
-101,-18,1304
-91,-16,1320
-75,-13,1335
-53,-9,1349
-29,-5,1362
-1,0,1376
26,4,1388
54,9,1399
83,14,1411
116,20,1423
153,27,1436
192,34,1451
231,41,1464
269,48,1477
307,55,1490
342,61,1504
372,66,1518
397,71,1531
416,74,1545
430,77,1558
439,79,1571
443,79,1586
442,79,1599
436,78,1612
425,76,1626
410,73,1639
390,70,1653
366,65,1667
337,60,1680
305,54,1693
269,48,1707
230,41,1721
190,34,1734
151,27,1747
113,20,1762
79,14,1774
49,8,1787
24,4,1799
1,0,1810
-16,-2,1820
-37,-6,1833
-54,-9,1848
-66,-11,1861
-74,-13,1875
-77,-13,1890
-74,-13,1904
-66,-11,1920
-51,-9,1934
-32,-5,1947
-10,-1,1960
16,2,1975
38,6,1986
62,11,1997
87,15,2010
113,20,2022
141,25,2036
169,30,2050
195,35,2063
222,39,2076
246,44,2089
268,48,2103
288,51,2117
305,54,2130
